Qiymet,sign,Sheher,Marka,Model,Buraxilish_ili,Ban_novu,Reng,Muherrik_hecm,Muherrik_guc,Yanacaq_novu,Yurush,Suret_qutusu,Oturucu,Yeni,barter_mumkundurmu
10000,$,Bakı,Mitsubishi,Airtrek,2004,Offroader / SUV,Qara,2,350,Benzin,247000,Mexaniki,Tam,Xeyr,Xeyr
26500,$,Bakı,Mercedes,200,1975,Sedan,Qəhvəyi,2,120,Benzin,72000,Avtomat,Arxa,Xeyr,Xeyr
3900,AZN,Bakı,LADA (VAZ),21099,1998,Sedan,Qırmızı,1.5,75,Benzin,234561,Mexaniki,Ön,Xeyr,Xeyr
23000,$,Bakı,BMW,328,2013,Sedan,Qara,2,245,Benzin,112000,Avtomat,Arxa,Xeyr,Bəli
13800,AZN,Sumqayıt,Mercedes,E 200,2000,Sedan,Gümüşü,2,136,Benzin,289000,Avtomat,Arxa,Xeyr,Xeyr
3900,AZN,Quba,LADA (VAZ),2106,1996,Sedan,Bej,1.6,75,Benzin,191000,Mexaniki,Arxa,Xeyr,Xeyr
20900,$,Sumqayıt,Audi,A4,2014,Sedan,Ağ,1.8,180,Benzin,102076,Avtomat,Ön,Xeyr,Bəli
9300,AZN,Bakı,Mercedes,E 230,1996,Sedan,Qara,2.3,150,Benzin,430003,Avtomat,Arxa,Xeyr,Xeyr
14200,AZN,Sumqayıt,Hyundai,i20,2009,Hetçbek / Liftbek,Yaş Asfalt,1.6,126,Benzin,137000,Avtomat,Ön,Xeyr,Xeyr
13600,AZN,Bakı,Mitsubishi,Pajero,2003,Offroader / SUV,Gümüşü,3,190,Benzin,212466,Avtomat,Tam,Xeyr,Xeyr
30500,$,Bakı,Mercedes,GLK 220,2013,Offroader / SUV,Qara,2.2,170,Dizel,102000,Avtomat,Tam,Xeyr,Xeyr
47300,$,Bakı,Toyota,Prado,2018,Offroader / SUV,Ağ,2.7,167,Benzin,0,Avtomat,Tam,Bəli,Bəli
10800,AZN,Bakı,Mercedes,C 230,1997,Sedan,Ağ,2.3,150,Benzin,223000,Avtomat,Arxa,Xeyr,Xeyr
5500,AZN,Sumqayıt,LADA (VAZ),2106,2003,Sedan,Ağ,1.6,75,Benzin,231147,Mexaniki,Arxa,Xeyr,Bəli
35500,AZN,Bakı,Hyundai,Veracruz,2010,Offroader / SUV,Qara,3,180,Dizel,126000,Avtomat,Tam,Xeyr,Bəli
12500,AZN,Bakı,Mercedes,C 240,2000,Sedan,Gümüşü,2.4,170,Benzin,267000,Avtomat,Arxa,Xeyr,Xeyr
11900,AZN,Bakı,Mercedes,C 230,1998,Sedan,Qara,2.3,150,Benzin,239000,Avtomat,Arxa,Xeyr,Xeyr
2700,AZN,Bakı,Daewoo,Racer,1996,Sedan,Ağ,1.5,90,Benzin,388263,Mexaniki,Ön,Xeyr,Bəli
10600,AZN,Bakı,Mercedes,C 200,2001,Sedan,Gümüşü,2,150,Benzin,378000,Avtomat,Arxa,Xeyr,Xeyr
2800,AZN,Bakı,GAZ,24-10,1988,Sedan,Bej,2.3,131,Benzin,185326,Mexaniki,Arxa,Xeyr,Xeyr
47700,$,Bakı,Porsche,Cayenne,2015,Offroader / SUV,Ağ,3.6,300,Benzin,65000,Avtomat,Tam,Xeyr,Xeyr
18300,AZN,Bakı,Hyundai,Santa Fe,2006,Offroader / SUV,Qara,2.2,175,Dizel,255297,Avtomat,Tam,Xeyr,Bəli
28000,AZN,Bakı,BMW,530,2008,Sedan,Yaş Asfalt,3,272,Benzin,156000,Avtomat,Tam,Xeyr,Bəli
28500,AZN,Bakı,Kia,Rio,2018,Hetçbek / Liftbek,Qara,1.4,100,Benzin,13500,Avtomat,Ön,Xeyr,Xeyr
9500,AZN,Sumqayıt,Opel,Astra,2000,Hetçbek / Liftbek,Göy,1.6,101,Benzin,255000,Avtomat,Ön,Xeyr,Xeyr
19500,AZN,Bakı,Hyundai,Elantra,2012,Sedan,Ağ,1.8,150,Benzin,117750,Avtomat,Ön,Xeyr,Xeyr
38200,$,Bakı,Porsche,Cayenne,2012,Offroader / SUV,Ağ,3.6,365,Benzin,95000,Avtomat,Tam,Xeyr,Bəli
65000,$,Bakı,Mercedes,G 55 AMG,2009,Offroader / SUV,Qara,5.5,507,Benzin,67000,Avtomat,Tam,Xeyr,Xeyr
79300,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4,282,Benzin,0,Avtomat,Tam,Bəli,Xeyr
100000,$,Bakı,Porsche,Cayenne Turbo,2015,Offroader / SUV,Qara,4.8,520,Benzin,35000,Avtomat,Tam,Xeyr,Xeyr
40000,$,Bakı,Maserati,Quattroporte,2012,Sedan,Qara,4.7,440,Benzin,94000,Avtomat,Arxa,Xeyr,Bəli
12500,$,Bakı,Peugeot,RCZ,2013,Kupe,Mavi,1.6,200,Benzin,33000,Avtomat,Ön,Xeyr,Bəli
16900,AZN,Bakı,Toyota,Prado,2000,Offroader / SUV,Ağ,3,125,Dizel,470000,Mexaniki,Tam,Xeyr,Xeyr
13950,AZN,Bakı,Volkswagen,Passat,2007,Universal,Mavi,2,140,Dizel,337000,Mexaniki,Ön,Xeyr,Xeyr
18500,AZN,Bakı,Hyundai,Elantra,2011,Sedan,Qara,1.8,150,Benzin,90000,Avtomat,Ön,Xeyr,Xeyr
15000,$,Bakı,Mercedes,C 200,2008,Sedan,Ağ,2,184,Benzin,117000,Avtomat,Arxa,Xeyr,Xeyr
31000,$,Bakı,Toyota,Prado,2012,Offroader / SUV,Qara,4,282,Benzin,95000,Avtomat,Tam,Xeyr,Xeyr
25000,$,Bakı,Hyundai,Sonata,2017,Sedan,Ağ,2,245,Benzin,5400,Avtomat,Ön,Xeyr,Xeyr
5500,AZN,Sumqayıt,Opel,Vectra,1998,Sedan,Mavi,2,136,Benzin,304000,Mexaniki,Ön,Xeyr,Xeyr
13900,AZN,Bakı,Volkswagen,Passat,2010,Sedan,Boz,2,170,Benzin,75000,Avtomat,Ön,Xeyr,Xeyr
11500,AZN,Sumqayıt,Mercedes,C 240,2001,Sedan,Tünd qırmızı,2.6,177,Benzin,287129,Avtomat,Arxa,Xeyr,Xeyr
2500,AZN,Bakı,LADA (VAZ),2106,1984,Sedan,Bej,1.5,65,Benzin,200000,Mexaniki,Arxa,Xeyr,Xeyr
25500,$,Bakı,Volkswagen,Touareg,2011,Offroader / SUV,Qara,3.5,280,Benzin,63000,Avtomat,Tam,Xeyr,Xeyr
17700,AZN,Sumqayıt,Renault,Megane,2012,Hetçbek / Liftbek,Ağ,1.6,150,Benzin,205000,Avtomat,Ön,Xeyr,Xeyr
17500,$,Sumqayıt,Land Rover,RR Sport,2006,Offroader / SUV,Göy,2.7,190,Dizel,211800,Avtomat,Tam,Xeyr,Xeyr
10400,AZN,Gəncə,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7,80,Benzin,73000,Mexaniki,Tam,Xeyr,Xeyr
11700,AZN,Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6,177,Benzin,469700,Avtomat,Arxa,Xeyr,Xeyr
28277,AZN,Bakı,Ford,Tourneo Custom,2014,Mikroavtobus,Ağ,2.2,140,Dizel,203357,Mexaniki,Arxa,Xeyr,Xeyr
33900,AZN,Bakı,Mercedes,E 220,2010,Sedan,Gümüşü,2.2,177,Dizel,208000,Avtomat,Arxa,Xeyr,Xeyr
17900,AZN,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5,130,Benzin,88000,Avtomat,Ön,Xeyr,Bəli
11300,AZN,Bakı,Mercedes,S 320,2001,Sedan,Gümüşü,3.2,224,Benzin,285000,Avtomat,Arxa,Xeyr,Xeyr
6800,$,Bakı,Renault,Scenic,2008,Minivan,Göy,1.5,110,Dizel,198000,Mexaniki,Arxa,Xeyr,Bəli
18500,AZN,Ağdam,Ford,Transit,1998,Yük maşını,Ağ,2.5,140,Dizel,220000,Mexaniki,Arxa,Xeyr,Xeyr
20700,AZN,Bakı,Hyundai,Sonata,2010,Sedan,Boz,2.4,178,Benzin,151000,Avtomat,Tam,Xeyr,Xeyr
6800,AZN,Biləsuvar,LADA (VAZ),2107,2010,Sedan,Qara,1.6,75,Benzin,82500,Mexaniki,Arxa,Xeyr,Xeyr
12900,AZN,Bakı,Mercedes,C 180,2004,Sedan,Ağ,1.8,184,Benzin,292000,Avtomat,Arxa,Xeyr,Xeyr
12800,AZN,Sumqayıt,Volkswagen,Passat,2010,Sedan,Ağ,1.8,170,Benzin,148000,Avtomat,Ön,Xeyr,Xeyr
6000,AZN,Sumqayıt,Mercedes,190,1992,Sedan,Bənövşəyi,2,122,Benzin,250000,Avtomat,Arxa,Xeyr,Xeyr
3700,AZN,Ağdaş,LADA (VAZ),2109,1988,Hetçbek / Liftbek,Bej,1.5,75,Benzin,355125,Mexaniki,Ön,Xeyr,Xeyr
11250,AZN,Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,1.7,80,Benzin,73000,Mexaniki,Tam,Xeyr,Xeyr
33500,$,Sumqayıt,Land Rover,RR Evoque,2012,Offroader / SUV,Ağ,2,240,Benzin,91000,Avtomat,Tam,Xeyr,Bəli
15900,AZN,Sumqayıt,Kia,Rio,2012,Sedan,Ağ,1.4,107,Benzin,125000,Avtomat,Ön,Xeyr,Xeyr
26000,$,Bakı,Hyundai,Grand Santa Fe,2014,Offroader / SUV,Ağ,3.3,249,Benzin,126000,Avtomat,Tam,Xeyr,Bəli
18200,AZN,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7,80,Benzin,0,Mexaniki,Tam,Bəli,Xeyr
28700,$,Bakı,Infiniti,Q50,2016,Sedan,Qara,2.2,170,Dizel,9000,Avtomat,Ön,Xeyr,Xeyr
38500,$,Bakı,Mercedes,GL 500,2012,Offroader / SUV,Qara,5,388,Benzin,84000,Avtomat,Tam,Xeyr,Xeyr
13700,AZN,Sumqayıt,Fiat,Fiorino,2013,Furqon,Ağ,1.4,75,Benzin,135844,Mexaniki,Ön,Xeyr,Bəli
26600,AZN,Bakı,Kia,Cadenza,2011,Sedan,Qara,3.5,290,Benzin,146350,Avtomat,Ön,Xeyr,Xeyr
26900,AZN,Bakı,Kia,Optima,2015,Sedan,Qara,2.4,181,Benzin,28000,Avtomat,Ön,Xeyr,Xeyr
11600,AZN,Bakı,Opel,Astra,2006,Universal,Gümüşü,1.3,90,Dizel,184000,Mexaniki,Ön,Xeyr,Xeyr
9000,AZN,Bakı,LADA (VAZ),2115,2012,Sedan,Boz,1.6,80,Benzin,118000,Mexaniki,Ön,Xeyr,Xeyr
36500,$,Bakı,Mercedes,ML 350,2012,Offroader / SUV,Qara,3.5,306,Benzin,120000,Avtomat,Tam,Xeyr,Xeyr
18500,AZN,Bakı,Mercedes,S 500,1992,Sedan,Qara,5,326,Benzin,217000,Avtomat,Arxa,Xeyr,Xeyr
16600,$,Bakı,Volkswagen,Passat,2016,Sedan,Qara,1.8,180,Benzin,55000,Avtomat,Ön,Xeyr,Xeyr
13800,AZN,Bakı,Mitsubishi,Outlander,2006,Offroader / SUV,Yaş Asfalt,2.4,139,Benzin,197000,Avtomat,Tam,Xeyr,Xeyr
35500,$,Sumqayıt,Jeep,Grand Cherokee,2014,Offroader / SUV,Qara,3,250,Dizel,119000,Avtomat,Tam,Xeyr,Bəli
29000,$,Bakı,Infiniti,Q50,2016,Sedan,Qara,2.2,170,Dizel,12340,Avtomat,Arxa,Xeyr,Xeyr
24400,AZN,Bakı,Mercedes,E 280,2007,Sedan,Qara,3,224,Dizel,226000,Avtomat,Arxa,Xeyr,Xeyr
18400,AZN,Bakı,Volkswagen,Tiguan,2009,Offroader / SUV,Qara,2,200,Benzin,164000,Avtomat,Ön,Xeyr,Xeyr
24500,AZN,Sumqayıt,Toyota,Corolla,2014,Sedan,Ağ,1.6,124,Benzin,103000,Avtomat,Ön,Xeyr,Bəli
33900,$,Sumqayıt,Land Rover,Range Rover,2010,Offroader / SUV,Qara,5,510,Benzin,141000,Avtomat,Tam,Xeyr,Bəli
27800,AZN,Bakı,Kia,Optima,2013,Sedan,Qara,2.4,180,Benzin,137000,Avtomat,Ön,Xeyr,Xeyr
9900,AZN,Bakı,Hyundai,Elantra,2002,Sedan,Qara,2,150,Benzin,234000,Avtomat,Ön,Xeyr,Xeyr
26500,$,Bakı,BMW,X6,2009,Offroader / SUV,Narıncı,3.5,330,Benzin,85000,Avtomat,Tam,Xeyr,Xeyr
22700,AZN,Sumqayıt,Kia,Cerato,2014,Sedan,Ağ,1.6,160,Benzin,116000,Avtomat,Ön,Xeyr,Bəli
14500,AZN,Bakı,Nissan,Sunny,2012,Sedan,Ağ,1.5,99,Benzin,50500,Avtomat,Ön,Xeyr,Xeyr
160000,€,Bakı,Porsche,Panamera GTS,2018,Hetçbek / Liftbek,Göy,4,460,Benzin,0,Avtomat,Tam,Bəli,Bəli
31500,$,Sumqayıt,Land Rover,RR Sport,2010,Offroader / SUV,Qara,3,272,Dizel,116000,Avtomat,Tam,Xeyr,Bəli
23000,AZN,Bakı,Mazda,CX-9,2009,Offroader / SUV,Ağ,3.7,273,Benzin,128350,Avtomat,Tam,Xeyr,Xeyr
27300,$,Bakı,Toyota,Camry,2015,Sedan,Qara,2.5,181,Benzin,71000,Avtomat,Ön,Xeyr,Xeyr
29800,AZN,Sumqayıt,Hyundai,Azera,2014,Sedan,Ağ,2.4,180,Benzin,99000,Avtomat,Tam,Xeyr,Bəli
18500,$,Sumqayıt,BMW,X5,2008,Offroader / SUV,Qara,3,272,Benzin,204000,Avtomat,Tam,Xeyr,Bəli
2500,AZN,Xudat,LADA (VAZ),2105,1982,Sedan,Ağ,1.5,65,Benzin,358000,Mexaniki,Arxa,Xeyr,Xeyr
38699,$,Bakı,Land Rover,RR Sport,2012,Offroader / SUV,Qara,3,256,Dizel,77500,Avtomat,Tam,Xeyr,Bəli
10000,AZN,Bakı,Mercedes,E 220,1995,Sedan,Gümüşü,2.2,146,Benzin,400000,Avtomat,Ön,Xeyr,Xeyr
32900,$,Bakı,BMW,535,2011,Sedan,Yaş Asfalt,3,306,Benzin,79000,Avtomat,Arxa,Xeyr,Bəli
26300,AZN,Bakı,Hyundai,Sonata,2015,Sedan,Qara,2.4,182,Benzin,41000,Avtomat,Ön,Xeyr,Xeyr
15500,AZN,Bakı,Mercedes,B 170,2008,Hetçbek / Liftbek,Qara,1.7,117,Benzin,78000,Avtomat,Ön,Xeyr,Xeyr
19700,AZN,Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7,80,Benzin,0,Mexaniki,Tam,Bəli,Bəli
79300,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
32800,$,Bakı,Jeep,Wrangler,2014,Offroader / SUV,Qara,3.6,286,Benzin,96000,Avtomat,Tam,Xeyr,Xeyr
23900,AZN,Bakı,Kia,Cerato,2014,Sedan,Ağ,1.6,136,Dizel,99000,Avtomat,Ön,Xeyr,Bəli
6200,AZN,Bakı,Mercedes,190,1990,Sedan,Göy,2,122,Benzin,282000,Avtomat,Arxa,Xeyr,Xeyr
13500,AZN,Bakı,Renault,Megane,2009,Universal,Gümüşü,1.5,106,Dizel,225000,Mexaniki,Ön,Xeyr,Xeyr
21000,$,Bakı,Maserati,Quattroporte,2005,Sedan,Ağ,4.2,390,Benzin,50000,Avtomat,Ön,Xeyr,Xeyr
140000,$,Bakı,Bentley,Continental,2013,Kupe,Qara,6,630,Benzin,16000,Avtomat,Tam,Xeyr,Xeyr
16500,AZN,Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Qara,1.7,80,Benzin,55000,Mexaniki,Tam,Xeyr,Bəli
39000,$,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5,510,Benzin,78300,Avtomat,Arxa,Xeyr,Bəli
14500,AZN,Bakı,Chevrolet,Niva,2015,Offroader / SUV,Boz,1.7,80,Benzin,114000,Mexaniki,Tam,Xeyr,Xeyr
38700,$,Bakı,Land Rover,RR Sport,2012,Offroader / SUV,Ağ,3,286,Dizel,76000,Avtomat,Tam,Xeyr,Xeyr
10700,AZN,Gəncə,Mercedes,E 230,1997,Sedan,Gümüşü,2.3,150,Benzin,336000,Avtomat,Arxa,Xeyr,Xeyr
10500,$,Bakı,Volkswagen,Tiguan,2009,Offroader / SUV,Ağ,2,200,Benzin,183212,Avtomat,Tam,Xeyr,Xeyr
25200,AZN,Bakı,Kia,Optima,2011,Sedan,Yaş Asfalt,2,166,Benzin,109000,Avtomat,Ön,Xeyr,Bəli
43500,$,Bakı,Toyota,Camry,2018,Sedan,Qara,2.5,181,Benzin,0,Avtomat,Ön,Bəli,Bəli
18800,AZN,Bakı,Volkswagen,Jetta,2015,Sedan,Qara,1.4,150,Benzin,47500,Avtomat,Ön,Xeyr,Xeyr
69500,$,Bakı,Toyota,Land Cruiser,2014,Offroader / SUV,Ağ,4.5,282,Dizel,33000,Avtomat,Tam,Xeyr,Xeyr
51500,$,Bakı,Porsche,Cayenne GTS,2013,Offroader / SUV,Ağ,4.8,435,Benzin,88000,Avtomat,Tam,Xeyr,Bəli
125000,€,Bakı,Porsche,Cayenne S,2018,Offroader / SUV,Göy,2.9,440,Benzin,0,Avtomat,Tam,Bəli,Bəli
6800,AZN,Bakı,Mercedes,C 180,1995,Sedan,Qızılı,1.8,122,Benzin,266000,Avtomat,Arxa,Xeyr,Xeyr
15400,AZN,Bakı,Mercedes,E 240,2005,Sedan,Göy,2.6,177,Benzin,302000,Avtomat,Arxa,Xeyr,Xeyr
19800,AZN,Bakı,Mercedes,E 270,2004,Sedan,Gümüşü,2.7,170,Dizel,346231,Avtomat,Arxa,Xeyr,Xeyr
31000,AZN,Bakı,Porsche,Cayenne Turbo,2007,Offroader / SUV,Boz,4.8,500,Benzin,137000,Avtomat,Tam,Xeyr,Bəli
34800,$,Bakı,Mercedes,E 200,2015,Sedan,Qara,2,203,Benzin,88000,Avtomat,Arxa,Xeyr,Bəli
41900,$,Sumqayıt,Mercedes,Vito,2017,Van,Qara,2.2,250,Dizel,56101,Avtomat,Arxa,Xeyr,Xeyr
16700,AZN,Gəncə,Mazda,CX-7,2007,Offroader / SUV,Boz,2.3,180,Benzin,93000,Avtomat,Tam,Xeyr,Xeyr
17300,$,Sumqayıt,Hyundai,Sonata,2015,Sedan,Qırmızı,2.4,194,Benzin,47000,Avtomat,Ön,Xeyr,Bəli
14900,AZN,Sumqayıt,Mercedes,B 170,2007,Hetçbek / Liftbek,Ağ,1.7,190,Benzin,79000,Avtomat,Ön,Xeyr,Bəli
15900,AZN,Sumqayıt,Mercedes,B 170,2009,Hetçbek / Liftbek,Qara,1.7,170,Benzin,88000,Avtomat,Ön,Xeyr,Bəli
32500,AZN,Sumqayıt,Hyundai,Azera,2013,Sedan,Qara,2.4,194,Benzin,70000,Avtomat,Ön,Xeyr,Bəli
24900,AZN,Sumqayıt,BMW,535,2008,Sedan,Qara,3,300,Benzin,181000,Avtomat,Arxa,Xeyr,Bəli
31900,$,Sumqayıt,Mercedes,S 350,2011,Sedan,Qara,3.5,300,Benzin,128000,Avtomat,Arxa,Xeyr,Bəli
23900,$,Sumqayıt,BMW,X6,2008,Offroader / SUV,Qara,4.4,550,Benzin,128000,Avtomat,Tam,Xeyr,Bəli
26800,$,Sumqayıt,Land Rover,Range Rover,2008,Offroader / SUV,Qara,4.2,400,Benzin,181000,Avtomat,Tam,Xeyr,Bəli
11500,AZN,Bakı,Renault,Scenic,2006,Minivan,Boz,0.2,110,Dizel,150000,Mexaniki,Ön,Xeyr,Xeyr
265555,$,Bakı,Land Rover,Range Rover,2018,Offroader / SUV,Yaşıl,5,565,Benzin,5000,Avtomat,Tam,Xeyr,Xeyr
79000,$,Bakı,Land Rover,Discovery,2017,Offroader / SUV,Boz,3,256,Dizel,0,Avtomat,Tam,Bəli,Bəli
44000,$,Bakı,Toyota,Camry,2018,Sedan,Ağ,2.5,181,Benzin,0,Avtomat,Ön,Bəli,Xeyr
50800,$,Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4,282,Benzin,28600,Avtomat,Tam,Xeyr,Bəli
48500,$,Bakı,Mercedes,E 220,2016,Sedan,Ağ,2,194,Dizel,67000,Avtomat,Arxa,Xeyr,Bəli
25800,$,Bakı,BMW,530,2010,Sedan,Ağ,3,245,Benzin,150000,Avtomat,Arxa,Xeyr,Xeyr
30700,$,Bakı,Mitsubishi,Pajero,2014,Offroader / SUV,Ağ,3.2,200,Dizel,97500,Avtomat,Tam,Xeyr,Xeyr
13300,AZN,Bakı,Renault,Megane,2006,Universal,Qara,1.5,106,Dizel,142000,Mexaniki,Ön,Xeyr,Xeyr
10000,$,Bakı,Mitsubishi,Airtrek,2004,Offroader / SUV,Qara,2,350,Benzin,247000,Mexaniki,Tam,Xeyr,Xeyr
26500,AZN,Bakı,Chevrolet,Trax,2017,Offroader / SUV,Gümüşü,1.4,140,Benzin,9000,Avtomat,Tam,Xeyr,Xeyr
26500,$,Bakı,Audi,A5,2013,Hetçbek / Liftbek,Qara,2,211,Benzin,79000,Avtomat,Tam,Xeyr,Xeyr
5600,AZN,Quba,LADA (VAZ),2107,2011,Sedan,Tünd qırmızı,1.6,75,Benzin,72000,Mexaniki,Arxa,Xeyr,Xeyr
2650,AZN,Bakı,GAZ,24,1972,Sedan,Boz,2.5,131,Benzin,155555,Mexaniki,Arxa,Xeyr,Xeyr
12900,AZN,Bakı,Mercedes,S 320,2001,Sedan,Qara,3.2,205,Benzin,244148,Avtomat,Arxa,Xeyr,Xeyr
10300,AZN,Bakı,LADA (VAZ),2114,2012,Hetçbek / Liftbek,Boz,1.6,80,Benzin,66500,Mexaniki,Ön,Xeyr,Xeyr
8300,AZN,Bakı,Mercedes,E 230,1996,Sedan,Qara,2.3,150,Benzin,413000,Avtomat,Arxa,Xeyr,Xeyr
23000,AZN,Tovuz,Mercedes,E 350,2006,Sedan,Qara,3.5,193,Benzin,140000,Avtomat,Tam,Xeyr,Xeyr
2350,AZN,Xaçmaz,LADA (VAZ),2107,1983,Sedan,Ağ,1.6,75,Dizel,250000,Mexaniki,Arxa,Xeyr,Xeyr
20800,AZN,Xırdalan,Hyundai,Sonata,2010,Sedan,Ağ,2.4,178,Benzin,128000,Avtomat,Ön,Xeyr,Xeyr
13400,AZN,Bakı,Hyundai,Coupe,2009,Kupe,Qara,2.7,297,Benzin,116000,Avtomat,Ön,Xeyr,Bəli
13700,AZN,Bakı,Hyundai,i30,2008,Hetçbek / Liftbek,Qara,1.6,130,Benzin,152301,Avtomat,Ön,Xeyr,Xeyr
2800,AZN,Qusar,GAZ,3110,1997,Sedan,Ağ,2.4,131,Benzin,128232,Mexaniki,Arxa,Xeyr,Xeyr
11800,AZN,Bakı,Mercedes,C 240,1998,Sedan,Yaşıl,2.4,170,Benzin,288250,Avtomat,Arxa,Xeyr,Xeyr
11800,AZN,Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Göy,1.7,80,Benzin,77000,Mexaniki,Tam,Xeyr,Xeyr
14400,AZN,Bakı,Mercedes,E 240,2000,Sedan,Qızılı,2.4,177,Benzin,220700,Avtomat,Arxa,Xeyr,Xeyr
18800,$,Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.4,180,Benzin,107000,Avtomat,Tam,Xeyr,Xeyr
9500,AZN,Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2,146,Benzin,300000,Avtomat,Arxa,Xeyr,Xeyr
20360,AZN,Bakı,Daewoo,Gentra,2013,Sedan,Ağ,1.6,110,Benzin,225842,Mexaniki,Ön,Xeyr,Xeyr
4200,AZN,Bakı,Daewoo,Nexia,1998,Sedan,Tünd qırmızı,1.5,86,Benzin,250000,Mexaniki,Ön,Xeyr,Xeyr
17500,AZN,Sumqayıt,Mercedes,S 320,2001,Sedan,Qara,3.2,225,Benzin,280000,Avtomat,Arxa,Xeyr,Bəli
1500,AZN,Saatlı,GAZ,53,1989,Yük maşını,Göy,4.5,122,Qaz,2930000,Mexaniki,Arxa,Xeyr,Xeyr
